Employee_ID,Age,Gender,Department,Education,Experience_Years,Salary,Overtime_Hours,Projects_Handled,Attendance_Percentage,Training_Hours,Work_Life_Balance,Job_Satisfaction,Manager_Rating,Promotion_Last_5Years,Remote_Work,Performance_Score,Performance_Label
EMP04095,60,Female,Finance,Master's,28,67084.83,12,2,90.86,32,5,4,3.35,0,1,68.8587,Good
EMP04096,52,Female,Sales,PhD,17,46831.12,19,2,94.23,30,3,4,3.2,0,1,64.4708,Good
EMP04097,36,Female,HR,Master's,14,42404.95,15,4,86.8,15,3,5,3.03,1,0,62.5709,Good
EMP04098,56,Male,Engineering,Master's,34,75893.8,25,7,80.82,6,3,2,4.03,0,0,52.9573,Average
EMP04099,59,Female,Operations,Bachelor's,35,76448.21,11,20,88.22,15,5,2,3.62,1,1,63.0348,Good
EMP04100,43,Female,Engineering,Master's,7,39657.89,6,4,87.26,45,3,3,2.93,1,1,54.4899,Average
EMP04101,26,Male,Engineering,Master's,2,27493.24,25,8,90.44,3,4,5,4.13,1,0,77.4519,Excellent
EMP04102,34,Male,Sales,PhD,12,45270.29,23,14,100.0,2,3,3,3.25,1,0,65.4513,Good
EMP04103,53,Male,Operations,Bachelor's,8,37103.28,23,20,90.25,29,2,3,4.38,0,0,69.8923,Good
EMP04104,24,Male,Operations,High School,2,25596.85,16,3,88.28,18,3,1,3.19,0,0,44.8717,Average
EMP04105,36,Male,Operations,High School,14,42474.74,10,11,88.25,26,3,4,2.93,1,0,61.5327,Good
EMP04106,48,Male,Sales,Master's,11,38772.5,21,3,91.51,28,5,2,3.18,0,0,57.8104,Good
EMP04107,48,Male,Engineering,PhD,26,64655.85,7,5,89.2,48,1,3,4.29,0,0,63.0034,Good
EMP04108,51,Male,Sales,High School,9,41694.24,9,16,89.58,43,5,5,3.68,0,0,81.9385,Excellent
EMP04109,27,Female,Marketing,Master's,5,30672.65,15,11,86.9,16,5,2,3.45,0,1,59.2913,Good
EMP04110,46,Male,Marketing,Master's,1,28175.7,9,1,93.63,0,3,4,3.0,0,1,58.9322,Good
EMP04111,49,Female,Sales,Master's,0,24636.56,23,9,80.71,20,1,2,5.0,0,0,58.5409,Good
EMP04112,43,Male,Operations,Bachelor's,21,54370.3,24,5,84.7,32,5,1,3.79,1,0,55.081,Good
EMP04113,25,Male,Engineering,Master's,3,30209.22,7,20,97.56,24,2,4,4.62,0,1,81.0181,Excellent
EMP04114,36,Female,Sales,High School,14,49182.87,4,11,85.61,10,1,4,4.09,1,0,63.4442,Good
EMP04115,47,Male,Sales,Master's,25,62349.07,16,2,81.29,34,5,2,2.86,0,1,48.7458,Average
EMP04116,39,Male,Sales,Bachelor's,9,40159.09,12,10,89.44,35,3,5,4.1,1,0,77.9883,Excellent
EMP04117,30,Female,HR,Bachelor's,6,34617.3,24,5,84.04,38,2,3,3.5,1,1,55.2199,Good
EMP04118,25,Female,Marketing,Master's,0,25620.74,9,17,79.41,49,1,3,3.66,1,0,55.4228,Good
EMP04119,26,Female,Operations,Bachelor's,4,29393.79,9,12,95.31,27,2,3,4.18,1,0,69.8959,Good
EMP04120,27,Female,Finance,Bachelor's,4,31981.63,25,3,84.03,19,4,2,4.21,1,0,58.7002,Good
EMP04121,33,Female,Operations,Master's,11,38576.49,25,7,89.36,38,5,5,2.67,1,0,69.5212,Good
EMP04122,52,Female,Finance,Bachelor's,12,43722.69,20,11,87.34,42,3,2,3.25,1,1,55.1834,Good
EMP04123,30,Male,HR,Bachelor's,8,39745.06,22,11,84.62,24,4,3,4.44,1,0,69.8186,Good
EMP04124,28,Male,Sales,Bachelor's,6,37607.87,11,12,84.91,45,3,3,2.64,1,0,53.7168,Average
EMP04125,50,Male,HR,High School,28,64915.46,11,5,87.9,7,5,3,3.85,1,0,65.068,Good
EMP04126,35,Male,HR,Bachelor's,13,45383.47,6,10,97.42,31,4,5,3.53,1,1,80.1585,Excellent
EMP04127,41,Male,Engineering,Bachelor's,19,52089.43,10,12,90.55,19,1,1,2.65,1,0,40.2399,Average
EMP04128,53,Female,Marketing,PhD,4,31281.04,19,14,100.0,47,4,3,3.03,0,0,69.8772,Good
EMP04129,43,Female,Finance,High School,1,30344.32,23,1,83.63,49,1,3,3.91,0,1,54.6718,Average
EMP04130,57,Male,Sales,Bachelor's,6,35755.5,25,14,88.81,43,1,5,3.13,0,0,66.1989,Good
EMP04131,39,Female,Finance,High School,0,23695.09,24,7,78.48,40,3,2,4.24,1,0,56.7129,Good
EMP04132,46,Male,Operations,High School,2,26582.36,11,10,93.26,19,2,4,3.16,0,0,63.0526,Good
EMP04133,52,Female,Finance,Master's,19,53533.93,3,12,96.35,8,2,4,3.97,1,1,71.7912,Good
EMP04134,56,Male,Operations,Master's,1,26669.99,17,6,93.77,12,1,5,2.31,1,1,56.166,Good
EMP04135,47,Male,Marketing,High School,20,55265.8,9,16,95.3,37,5,1,3.36,1,0,62.3956,Good
EMP04136,25,Male,Operations,High School,3,26521.59,19,10,87.87,21,2,2,3.22,0,1,50.4023,Average
EMP04137,41,Female,Finance,High School,19,57498.21,1,20,91.56,29,2,3,3.61,1,1,63.9469,Good
EMP04138,55,Female,Finance,Master's,30,74195.77,0,12,95.16,36,5,2,4.61,0,1,76.9178,Excellent
EMP04139,33,Male,Operations,Master's,11,42458.66,13,10,97.16,41,3,1,3.87,0,1,61.3206,Good
EMP04140,37,Female,HR,High School,15,45759.72,16,10,87.96,22,1,3,3.07,0,1,51.8229,Average
EMP04141,26,Male,Marketing,Bachelor's,4,29746.05,3,11,83.13,10,4,5,3.01,0,0,64.9109,Good
EMP04142,56,Male,Engineering,Master's,19,51616.15,24,9,99.06,13,4,5,3.08,1,0,75.0246,Excellent
EMP04143,48,Female,Sales,Master's,26,61935.68,8,9,88.77,15,1,3,4.62,1,1,64.7597,Good
EMP04144,22,Male,Finance,PhD,0,23731.89,6,12,87.69,38,3,3,2.7,1,1,55.7578,Good
EMP04145,55,Male,Sales,Bachelor's,1,27344.63,20,2,82.38,27,4,5,4.84,0,0,78.6298,Excellent
EMP04146,53,Male,Engineering,Bachelor's,25,62756.92,21,14,87.31,49,2,1,2.31,0,1,40.6338,Average
EMP04147,60,Female,Sales,Bachelor's,24,64048.43,16,9,85.19,39,3,1,3.02,0,0,45.8787,Average
EMP04148,54,Male,Engineering,Master's,21,53453.55,2,18,80.63,26,5,5,4.73,0,0,84.1427,Excellent
EMP04149,52,Male,Operations,PhD,21,54738.3,0,13,81.5,45,1,2,4.55,0,0,58.7368,Good
EMP04150,34,Male,HR,Bachelor's,10,35999.77,9,16,92.82,9,4,1,3.51,1,0,56.8537,Good
EMP04151,23,Male,Finance,Bachelor's,1,26789.37,4,13,85.89,45,1,1,4.66,1,1,57.3896,Good
EMP04152,51,Female,Engineering,Bachelor's,3,32701.28,3,8,89.19,19,5,1,4.31,1,0,62.3342,Good
EMP04153,31,Male,Sales,Bachelor's,9,37555.11,18,12,86.16,26,4,4,3.64,1,0,69.3947,Good
EMP04154,44,Male,Finance,Bachelor's,17,53230.85,5,19,80.65,21,1,4,3.52,0,1,58.0287,Good
EMP04155,54,Female,HR,Master's,30,71387.53,5,10,97.52,44,5,3,3.1,1,0,69.7911,Good
EMP04156,60,Female,Operations,High School,27,67233.56,8,2,90.12,31,2,1,3.76,0,1,49.4153,Average
EMP04157,50,Female,Finance,Bachelor's,21,57671.8,19,15,93.55,31,5,4,2.97,0,0,72.2767,Good
EMP04158,51,Female,Engineering,Master's,2,31606.44,8,17,91.35,48,3,1,3.38,1,1,55.3907,Good
EMP04159,55,Female,HR,High School,6,33599.59,14,6,87.29,37,3,1,4.14,0,1,55.669,Good
EMP04160,60,Female,Sales,High School,19,54873.6,19,3,84.08,46,5,3,2.54,0,1,53.7345,Average
EMP04161,38,Male,HR,Bachelor's,6,37690.96,7,11,75.12,39,2,5,4.5,0,0,70.8501,Good
EMP04162,43,Male,HR,Master's,6,31953.39,23,5,72.11,4,1,5,3.86,1,0,55.003,Good
EMP04163,26,Female,Marketing,Master's,4,30569.69,1,13,94.67,39,1,1,4.53,0,0,61.6958,Good
EMP04164,32,Male,HR,High School,10,41149.55,9,16,96.15,8,2,3,2.69,0,0,56.6406,Good
EMP04165,43,Female,HR,Bachelor's,2,26282.59,13,10,98.18,6,4,4,3.77,0,0,75.172,Excellent
EMP04166,53,Male,Finance,Bachelor's,16,47198.57,23,13,87.13,17,5,2,3.26,1,1,58.652,Good
EMP04167,45,Female,Sales,Master's,19,57559.94,1,11,82.63,45,3,3,2.7,0,0,52.4289,Average
EMP04168,32,Female,Finance,Master's,10,38375.91,23,16,92.86,39,3,1,2.79,1,1,51.064,Average
EMP04169,32,Male,Finance,Master's,10,39267.15,21,6,97.77,0,3,5,3.91,1,0,76.4964,Excellent
EMP04170,38,Female,Engineering,Bachelor's,15,47931.84,12,1,100.0,48,1,4,3.06,0,0,62.4251,Good
EMP04171,53,Male,Finance,PhD,22,58857.41,18,8,85.62,5,1,3,4.11,1,1,56.9098,Good
EMP04172,40,Female,Marketing,PhD,3,28409.53,6,20,95.55,13,2,5,3.4,0,0,72.9959,Good
EMP04173,48,Female,Marketing,Master's,26,63584.19,11,17,91.81,23,4,3,4.49,0,1,76.2256,Excellent
EMP04174,53,Male,Engineering,Master's,7,33496.36,5,10,88.41,16,5,2,1.85,0,0,45.7705,Average
EMP04175,46,Female,Operations,Bachelor's,4,29892.5,2,2,82.84,16,3,3,3.22,1,0,51.0892,Average
EMP04176,49,Male,Sales,Bachelor's,27,66890.67,4,19,98.19,43,2,2,4.07,1,0,68.1941,Good
EMP04177,48,Male,Sales,High School,24,62812.91,3,6,97.31,20,4,4,2.73,0,1,65.3895,Good
EMP04178,35,Male,Finance,Bachelor's,6,36036.33,13,2,86.74,47,1,1,3.31,1,0,41.7513,Average
EMP04179,60,Male,Finance,Master's,6,33990.29,5,18,94.01,34,3,1,3.5,0,0,57.5409,Good
EMP04180,23,Male,Operations,Master's,1,26106.56,16,14,92.93,48,5,2,4.28,1,0,73.8427,Good
EMP04181,38,Female,Finance,PhD,16,46384.5,16,6,93.09,33,3,4,2.98,0,0,63.7068,Good
EMP04182,22,Female,Sales,High School,0,24288.22,23,12,80.63,12,3,3,4.22,1,1,62.1053,Good
EMP04183,53,Male,HR,Bachelor's,31,71846.87,12,20,80.64,13,5,3,2.7,0,0,55.0761,Good
EMP04184,40,Female,Marketing,Master's,18,54176.21,23,8,86.7,3,2,4,3.95,1,0,63.503,Good
EMP04185,35,Male,HR,Bachelor's,13,40633.66,11,3,91.27,23,5,2,2.98,1,0,55.3616,Good
EMP04186,52,Female,HR,Bachelor's,1,25826.32,24,5,100.0,5,5,2,3.4,0,0,63.4853,Good
EMP04187,39,Male,Sales,PhD,8,32468.35,23,17,76.35,19,1,1,3.49,0,1,39.8636,Average
EMP04188,35,Female,HR,Master's,13,41292.58,1,20,96.95,31,2,1,4.16,1,1,62.379,Good
EMP04189,35,Male,Operations,Bachelor's,13,47134.93,13,5,77.85,22,2,4,4.8,1,0,66.1329,Good
EMP04190,45,Female,Engineering,Master's,9,35896.53,4,14,89.91,40,4,3,3.91,1,1,71.2838,Good
EMP04191,26,Male,Finance,Master's,4,31216.15,7,20,73.32,13,4,5,3.56,0,1,65.5578,Good
EMP04192,37,Male,Engineering,Master's,11,43552.36,14,14,98.98,21,1,2,4.06,1,1,63.8211,Good
EMP04193,26,Female,Marketing,Master's,4,30063.89,8,9,90.18,16,1,4,3.32,1,1,59.3987,Good
EMP04194,34,Male,Finance,High School,5,30051.78,15,8,91.34,39,4,5,3.88,1,1,79.4171,Excellent
EMP04195,37,Male,HR,Master's,15,47738.31,12,11,94.62,50,4,4,5.0,0,1,87.5401,Excellent
EMP04196,36,Female,Marketing,High School,14,49119.67,21,18,85.83,1,2,3,3.7,1,0,58.3626,Good
EMP04197,52,Female,Finance,High School,15,49485.51,14,9,74.18,48,4,5,4.07,0,1,70.8528,Good
EMP04198,26,Male,Operations,PhD,4,30503.25,3,2,73.84,6,5,2,1.84,0,0,32.4373,Poor
EMP04199,42,Male,Operations,Bachelor's,20,53885.99,24,2,92.4,34,3,4,3.81,0,1,69.0249,Good
EMP04200,51,Male,Operations,Master's,9,40812.81,15,6,85.87,35,5,4,3.2,0,0,66.2974,Good
EMP04201,44,Male,Operations,Master's,10,37077.13,11,6,97.65,49,4,1,3.61,1,1,60.248,Good
EMP04202,59,Female,HR,PhD,20,56873.95,19,11,88.39,13,3,3,3.22,1,0,57.84,Good
EMP04203,50,Male,Engineering,Master's,24,59938.97,21,10,93.36,19,1,4,3.32,1,0,62.057,Good
EMP04204,34,Male,Finance,Bachelor's,12,40025.68,11,13,95.41,27,4,2,2.85,0,1,58.7407,Good
EMP04205,53,Female,HR,Bachelor's,30,66466.99,14,19,95.26,12,4,5,3.51,1,0,78.693,Excellent
EMP04206,48,Female,Operations,Bachelor's,26,67270.22,4,2,86.16,48,1,1,3.08,0,1,39.3662,Average
EMP04207,55,Male,Engineering,Bachelor's,24,60597.73,0,20,88.81,43,4,5,4.12,1,0,82.8418,Excellent
EMP04208,54,Female,Marketing,Bachelor's,31,69711.53,19,14,94.67,6,3,5,2.44,0,1,65.4684,Good
EMP04209,25,Female,Marketing,Master's,3,29412.59,25,1,90.06,2,1,1,4.28,1,0,48.0987,Average
EMP04210,39,Female,Marketing,Master's,17,49355.46,2,12,73.9,4,1,4,2.81,1,1,44.6853,Average
EMP04211,27,Male,Operations,PhD,5,31423.32,7,18,70.73,32,2,3,4.45,0,0,58.5694,Good
EMP04212,49,Male,Marketing,Master's,27,64507.48,6,16,83.18,45,4,3,3.23,0,0,61.4972,Good
EMP04213,48,Male,Sales,Master's,26,64016.6,12,5,95.55,8,2,5,1.86,0,0,55.0528,Good
EMP04214,47,Female,Finance,Bachelor's,25,64014.84,9,19,88.21,26,3,5,2.83,0,1,67.2812,Good
EMP04215,41,Male,Finance,High School,12,39942.15,16,14,100.0,14,3,3,3.14,0,0,65.7554,Good
EMP04216,34,Male,Operations,Bachelor's,12,45700.89,10,11,94.42,33,1,2,4.84,1,0,67.7894,Good
EMP04217,49,Male,Sales,Master's,0,23110.02,7,17,77.47,17,2,2,2.98,0,1,43.4827,Average
EMP04218,55,Female,HR,Bachelor's,4,31512.37,22,15,96.16,3,4,5,4.21,0,1,84.5246,Excellent
EMP04219,44,Male,HR,Master's,22,57883.71,14,16,78.3,33,3,3,3.1,0,0,54.1026,Average
EMP04220,31,Male,Marketing,Master's,9,36886.17,11,14,100.0,44,2,1,3.14,0,1,55.859,Good
EMP04221,51,Male,Engineering,Bachelor's,11,43770.63,17,17,92.17,20,1,4,3.89,0,1,68.409,Good
EMP04222,43,Male,HR,Bachelor's,21,54911.67,9,4,99.49,17,5,1,3.98,1,1,64.0461,Good
EMP04223,26,Female,Engineering,Bachelor's,4,33837.61,11,14,92.41,35,1,2,3.33,0,0,54.736,Average
EMP04224,30,Male,Finance,Bachelor's,8,38336.05,3,4,87.92,34,1,2,3.75,0,0,51.5111,Average
EMP04225,25,Male,Engineering,Master's,3,28000.95,14,3,89.18,6,2,2,2.51,1,1,40.7826,Average
EMP04226,22,Female,Finance,Master's,0,22603.12,17,4,81.08,33,5,5,4.43,0,1,78.0475,Excellent
EMP04227,55,Female,Sales,Master's,14,48130.39,24,6,89.71,45,4,5,2.42,1,1,64.8903,Good
EMP04228,47,Female,Sales,Master's,9,36217.82,12,4,88.96,36,1,1,3.22,0,0,42.6982,Average
EMP04229,39,Female,Operations,Master's,2,27733.74,23,7,92.48,1,1,1,3.67,0,1,46.5687,Average
EMP04230,37,Female,Operations,PhD,10,41393.61,16,7,86.26,40,5,1,4.18,1,1,60.9981,Good
EMP04231,44,Male,Marketing,Bachelor's,10,40927.14,0,18,81.07,15,4,2,2.89,1,0,49.7481,Average
EMP04232,57,Female,HR,Master's,15,47094.32,23,12,87.95,27,1,4,2.52,0,1,53.2999,Average
EMP04233,47,Female,Marketing,Bachelor's,25,61040.7,4,16,81.26,29,1,4,4.18,0,0,64.9947,Good
EMP04234,23,Female,Finance,Bachelor's,0,26444.19,16,6,80.78,30,2,3,3.81,1,1,55.4661,Good
EMP04235,26,Male,Marketing,Bachelor's,4,27238.09,19,5,77.92,7,2,3,3.98,0,0,52.4868,Average
EMP04236,50,Male,Engineering,Master's,18,52519.1,17,10,86.94,37,3,2,4.08,0,0,61.4934,Good
EMP04237,25,Male,Finance,Bachelor's,3,26906.64,8,17,89.0,34,2,3,3.89,1,0,65.3154,Good
EMP04238,56,Female,Operations,Bachelor's,34,74245.53,9,3,83.61,6,4,4,3.37,0,0,59.7889,Good
EMP04239,43,Male,Sales,PhD,3,30236.65,21,9,90.96,17,3,5,3.75,0,1,73.7088,Good
EMP04240,29,Female,Operations,Master's,7,34000.73,24,10,87.27,47,2,2,2.75,1,0,47.8695,Average
EMP04241,42,Female,HR,Master's,16,51314.6,16,10,85.24,35,5,5,4.75,1,0,86.0488,Excellent
EMP04242,29,Male,Finance,Master's,7,36912.88,0,6,96.66,20,2,3,3.03,1,1,57.582,Good
EMP04243,26,Male,Finance,PhD,4,29604.98,3,4,83.06,3,2,5,3.09,1,1,57.0832,Good
EMP04244,42,Male,Engineering,Master's,20,54549.47,17,11,85.4,31,2,1,3.52,0,0,47.9633,Average
EMP04245,48,Female,HR,Bachelor's,7,33292.76,14,20,90.43,15,1,2,3.87,0,1,56.6517,Good
EMP04246,59,Male,Sales,Master's,28,67945.96,14,9,93.92,17,5,2,3.3,1,0,61.63,Good
EMP04247,26,Male,Finance,Master's,4,34136.26,0,12,79.59,33,3,3,4.66,0,0,67.3796,Good
EMP04248,42,Male,Finance,Bachelor's,20,52609.75,21,10,88.97,21,1,4,4.0,0,0,65.4685,Good
EMP04249,29,Male,Engineering,Bachelor's,1,26876.82,23,6,87.48,26,5,5,2.91,0,1,68.9002,Good
EMP04250,43,Male,Marketing,Bachelor's,21,57146.9,0,13,93.54,11,3,5,4.26,0,0,80.8,Excellent
EMP04251,39,Female,Sales,PhD,17,47999.92,10,5,83.01,40,2,5,3.39,0,1,63.8198,Good
EMP04252,25,Female,Operations,Bachelor's,3,27483.2,10,4,88.19,31,1,5,3.45,1,1,63.7423,Good
EMP04253,25,Male,HR,PhD,3,25883.34,25,3,100.0,6,3,3,4.84,0,1,75.4374,Excellent
EMP04254,58,Female,Finance,PhD,15,48621.7,25,5,84.67,39,2,5,2.1,1,1,53.4807,Average
EMP04255,36,Female,Finance,Master's,3,28780.63,5,18,96.94,37,1,1,4.1,0,0,59.9328,Good
EMP04256,59,Female,Operations,Master's,7,34048.74,0,3,85.17,43,3,5,3.02,0,0,63.6498,Good
EMP04257,48,Male,Sales,Bachelor's,5,36628.64,13,5,87.01,39,3,1,3.69,1,0,51.2798,Average
EMP04258,42,Female,Marketing,High School,20,51395.97,23,9,84.93,9,1,5,2.4,1,1,52.3486,Average
EMP04259,25,Male,Finance,Bachelor's,3,32070.05,5,6,79.9,35,1,4,4.04,1,1,59.919,Good
EMP04260,32,Female,Sales,Master's,10,35691.87,16,15,79.98,9,3,5,3.82,0,0,69.0247,Good
EMP04261,40,Male,Operations,Bachelor's,18,50958.51,8,18,93.23,6,4,2,4.28,0,1,68.6011,Good
EMP04262,40,Female,Engineering,Bachelor's,5,29102.91,16,8,83.93,50,2,5,4.51,1,1,75.3416,Excellent
EMP04263,48,Female,Marketing,Bachelor's,26,62359.96,24,12,82.25,2,3,4,3.93,1,1,64.5844,Good
EMP04264,49,Male,HR,PhD,1,25418.22,13,6,82.66,11,1,5,3.25,1,0,57.3646,Good
EMP04265,26,Male,Finance,Bachelor's,4,29580.52,18,8,75.15,31,3,4,3.0,1,1,53.237,Average
EMP04266,46,Female,Sales,PhD,8,37500.14,7,15,82.97,50,1,1,2.09,1,0,33.86,Poor
EMP04267,24,Male,Engineering,Bachelor's,2,29755.43,23,16,86.36,29,2,3,3.55,0,1,60.1534,Good
EMP04268,47,Male,HR,Bachelor's,9,38273.7,22,5,80.32,9,1,3,3.27,1,0,45.4497,Average
EMP04269,31,Male,Sales,High School,9,39146.78,11,11,90.45,20,1,1,3.03,1,1,43.1609,Average
EMP04270,45,Male,Sales,Bachelor's,6,37121.97,1,17,86.82,37,4,5,2.69,1,0,68.7105,Good
EMP04271,50,Female,HR,Master's,28,65604.02,2,13,82.21,19,1,2,3.4,0,1,47.0169,Average
EMP04272,28,Male,Engineering,Bachelor's,1,28307.75,20,20,89.36,14,5,2,3.11,1,1,59.187,Good
EMP04273,44,Female,Operations,Master's,19,58551.18,12,16,87.94,20,5,4,3.65,0,1,73.6367,Good
EMP04274,48,Female,Engineering,Master's,3,33128.28,4,18,93.78,30,4,5,3.3,0,0,77.7395,Excellent
EMP04275,30,Male,Marketing,Master's,8,40258.65,17,13,77.42,18,2,4,4.07,1,1,62.258,Good
EMP04276,24,Male,Finance,Master's,2,29456.23,0,3,100.0,42,2,5,2.67,1,1,67.2835,Good
EMP04277,34,Male,HR,Bachelor's,12,45302.32,4,3,86.03,7,1,5,3.09,1,0,56.4988,Good
EMP04278,27,Male,Operations,Master's,1,25532.31,20,6,94.46,41,4,5,4.39,1,0,85.1218,Excellent
EMP04279,59,Female,HR,PhD,27,65337.26,11,15,79.01,21,4,2,3.45,1,0,53.9344,Average
EMP04280,42,Female,HR,Master's,10,39604.79,18,19,87.95,45,4,4,4.39,1,1,79.67,Excellent
EMP04281,40,Male,Engineering,PhD,18,50673.31,23,3,84.92,45,5,1,3.75,1,0,54.8397,Average
EMP04282,46,Female,Finance,Bachelor's,8,37293.16,5,3,91.34,46,2,1,3.56,1,1,49.7107,Average
EMP04283,60,Male,Marketing,Master's,0,23950.65,1,3,99.65,11,5,3,3.73,0,0,71.0065,Good
EMP04284,25,Female,Sales,Master's,3,29624.47,1,18,88.47,16,2,2,3.13,1,1,51.5748,Average
EMP04285,43,Female,Sales,High School,2,25238.51,19,8,83.82,41,3,1,2.89,1,0,43.5967,Average
EMP04286,26,Female,HR,Master's,4,29933.12,12,16,88.41,11,1,1,4.3,0,1,53.7108,Average
EMP04287,22,Male,Finance,Master's,0,27631.27,13,3,70.32,30,3,4,3.96,0,0,56.5227,Good
EMP04288,38,Male,Operations,Bachelor's,16,49389.91,5,11,84.63,50,1,3,4.16,0,0,61.3995,Good
EMP04289,30,Female,Engineering,High School,8,39669.41,11,16,71.47,7,1,4,4.78,0,0,61.968,Good
EMP04290,30,Male,Finance,Master's,8,35788.84,24,2,95.68,47,4,2,3.5,0,0,61.4337,Good
EMP04291,45,Male,Finance,High School,17,50003.4,12,1,94.56,17,5,4,4.06,0,1,75.4414,Excellent
EMP04292,31,Female,Engineering,High School,8,37429.86,23,8,92.87,26,5,5,2.63,0,1,70.6134,Good
EMP04293,41,Male,HR,Bachelor's,19,53110.62,7,12,81.43,41,2,4,4.27,1,1,68.32,Good
EMP04294,38,Male,Finance,Bachelor's,16,46211.45,13,19,77.32,42,4,2,2.54,0,0,46.8034,Average
EMP04295,34,Female,Sales,PhD,5,33633.71,17,18,95.56,5,5,3,3.1,0,0,67.089,Good
EMP04296,50,Female,Engineering,Bachelor's,11,39528.82,3,18,100.0,27,2,4,3.1,1,0,69.5807,Good
EMP04297,57,Female,Operations,Master's,35,77479.15,5,11,93.08,28,2,1,3.9,1,1,55.7351,Good
EMP04298,44,Female,Marketing,PhD,8,32739.04,21,18,100.0,17,2,2,3.24,1,0,59.7977,Good
EMP04299,48,Male,HR,Bachelor's,9,37202.82,25,6,89.54,44,5,1,3.32,0,1,55.1845,Good
EMP04300,39,Male,Engineering,Bachelor's,2,27747.51,5,1,85.67,42,1,4,3.28,1,1,55.423,Good
EMP04301,39,Female,Marketing,Master's,17,51622.63,14,9,100.0,45,4,3,3.62,1,1,73.0226,Good
EMP04302,30,Female,Marketing,Bachelor's,6,31529.14,23,20,87.53,45,4,3,3.61,1,1,67.5787,Good
EMP04303,24,Male,Operations,Bachelor's,2,26217.63,23,16,95.88,22,2,4,3.1,1,0,66.5048,Good
EMP04304,28,Male,Finance,Master's,6,37528.58,12,5,86.86,35,2,2,3.96,0,1,55.6851,Good
EMP04305,36,Male,Operations,Master's,12,46930.45,6,19,85.6,9,2,5,3.37,0,0,66.1052,Good
EMP04306,51,Female,Finance,Master's,29,69529.41,12,17,86.39,26,2,4,3.49,1,1,64.4115,Good
EMP04307,30,Female,Finance,PhD,8,39559.29,20,8,91.36,17,2,4,4.24,1,1,70.3791,Good
EMP04308,48,Female,Engineering,Master's,21,55710.19,5,19,84.67,40,2,3,3.57,1,1,60.4033,Good
EMP04309,57,Female,Engineering,Master's,15,48806.63,5,18,100.0,12,4,4,2.92,1,0,71.5301,Good
EMP04310,39,Male,HR,Master's,14,47206.13,13,12,90.41,22,2,4,3.2,1,0,62.7403,Good
EMP04311,52,Female,Finance,High School,1,24616.8,2,16,86.59,50,1,3,4.42,0,1,66.5529,Good
EMP04312,38,Female,Marketing,Bachelor's,16,49393.01,10,14,82.59,39,3,3,2.87,0,0,54.9543,Average
EMP04313,27,Male,Sales,Master's,5,31909.32,12,4,92.64,42,5,2,3.19,1,0,60.1695,Good
EMP04314,60,Female,HR,Master's,6,34735.67,2,8,69.99,22,5,1,4.26,1,1,50.207,Average
EMP04315,46,Male,Engineering,Bachelor's,24,59929.83,11,12,86.47,39,4,4,3.35,1,1,68.313,Good
EMP04316,59,Female,Operations,Bachelor's,34,73090.27,22,11,94.25,49,5,5,3.81,0,0,84.3514,Excellent
EMP04317,59,Male,HR,Bachelor's,3,29534.51,21,13,78.9,48,2,5,3.08,1,0,61.6984,Good
EMP04318,52,Male,HR,Master's,30,71661.23,20,8,91.11,28,1,4,3.53,0,1,62.5895,Good
EMP04319,50,Male,HR,Master's,0,26661.52,21,18,91.93,9,4,4,2.78,1,1,64.95,Good
EMP04320,30,Female,HR,PhD,8,33447.59,21,13,85.72,29,4,3,3.74,1,1,65.6717,Good
EMP04321,22,Female,Sales,Master's,0,25364.87,19,4,89.17,21,1,2,3.88,0,0,52.0997,Average
EMP04322,37,Female,Operations,Master's,15,48877.14,4,1,87.36,30,2,2,3.59,1,1,50.6792,Average
EMP04323,59,Female,Operations,Bachelor's,2,28274.07,12,10,80.64,41,4,3,2.81,1,0,54.197,Average
EMP04324,44,Female,Operations,Bachelor's,9,40229.31,22,6,100.0,22,1,5,4.08,0,1,76.5797,Excellent
EMP04325,29,Female,Finance,Bachelor's,7,32678.89,10,11,91.41,3,2,1,3.8,1,0,51.3442,Average
EMP04326,33,Male,Marketing,Master's,11,39209.99,16,7,87.13,39,1,5,4.51,0,1,74.3729,Good
EMP04327,31,Female,Operations,Bachelor's,2,29178.7,9,10,87.74,1,2,5,2.87,0,1,60.3027,Good
EMP04328,37,Female,HR,Master's,15,46803.45,11,12,95.09,13,5,1,2.67,0,0,52.6809,Average
EMP04329,45,Male,HR,Master's,23,61845.96,5,6,73.81,39,1,1,3.15,1,0,33.7383,Poor
EMP04330,60,Male,Operations,Bachelor's,3,30113.6,4,6,86.61,25,2,2,4.42,0,1,58.9237,Good
EMP04331,29,Female,Operations,PhD,3,27709.21,21,4,77.95,21,3,1,5.0,1,1,54.9213,Average
EMP04332,32,Male,HR,Master's,10,38108.44,0,2,94.03,45,5,3,3.18,1,1,65.1731,Good
EMP04333,47,Female,Finance,Bachelor's,10,36246.48,19,7,94.07,39,4,1,4.71,0,1,67.9456,Good
EMP04334,28,Male,Engineering,Bachelor's,5,33874.96,23,7,85.52,17,1,5,3.16,1,1,59.3203,Good
EMP04335,36,Female,Engineering,Master's,14,45766.54,19,2,91.75,7,2,3,3.13,1,1,52.4591,Average
EMP04336,36,Male,Operations,Bachelor's,14,47832.66,14,10,91.25,41,4,1,3.97,0,1,61.0312,Good
